Open,High,Low,Close,Adj Close,Volume,Date
60.200001,60.650002,58.549999,59.150002,54.025661,225500.0,2017-07-12
59.299999,59.299999,57.5,58.349998,53.294968,219000.0,2017-07-13
58.400002,58.599998,57.650002,58.049999,53.020954,360300.0,2017-07-14
58.049999,59.200001,57.75,59.200001,54.071335,279700.0,2017-07-17
58.849998,58.849998,57.400002,57.5,52.518593,214500.0,2017-07-18
57.900002,57.900002,56.900002,57.349998,52.381599,226800.0,2017-07-19
57.400002,57.900002,57.150002,57.599998,52.60994,120500.0,2017-07-20
58.049999,58.049999,56.549999,56.849998,51.924915,127600.0,2017-07-21
56.799999,57.200001,56.549999,57.0,52.061928,145900.0,2017-07-24
57.450001,58.150002,56.849998,57.650002,52.655605,144600.0,2017-07-25
57.75,57.75,56.599998,56.700001,51.787907,94500.0,2017-07-26
57.0,57.150002,56.599998,56.700001,51.787907,204000.0,2017-07-27
56.450001,56.849998,56.0,56.450001,51.559563,157400.0,2017-07-28
56.549999,56.700001,56.150002,56.5,51.605236,125800.0,2017-07-31
56.799999,56.799999,56.099998,56.450001,51.559563,120300.0,2017-08-01
56.450001,56.599998,55.599998,55.75,50.920212,156500.0,2017-08-02
55.5,56.049999,54.93,55.0,50.23518,233100.0,2017-08-03
55.25,56.049999,54.849998,56.0,51.148544,373500.0,2017-08-04
56.049999,56.700001,55.900002,56.049999,51.194221,236200.0,2017-08-07
56.099998,56.599998,55.650002,56.0,51.148544,143000.0,2017-08-08
55.700001,55.830002,55.25,55.5,50.691856,226700.0,2017-08-09
55.299999,55.599998,54.700001,54.900002,50.143856,366300.0,2017-08-10
54.599998,56.5,54.049999,55.450001,50.91515,409600.0,2017-08-11
56.150002,57.299999,55.849998,57.25,52.567944,309500.0,2017-08-14
57.450001,57.450001,56.299999,56.5,51.87928,237600.0,2017-08-15
56.650002,57.150002,56.0,56.299999,51.695641,285000.0,2017-08-16
56.150002,56.599998,55.049999,55.099998,50.593777,336700.0,2017-08-17
54.599998,55.150002,54.349998,54.400002,49.951031,409700.0,2017-08-18
54.349998,54.950001,54.049999,54.150002,49.721474,252700.0,2017-08-21
54.400002,55.049999,54.349998,54.700001,50.226486,194700.0,2017-08-22
54.400002,55.099998,54.0,54.950001,50.456051,201400.0,2017-08-23
55.150002,55.5,54.900002,55.25,50.73151,142500.0,2017-08-24
55.599998,56.150002,55.450001,56.0,51.42017,245000.0,2017-08-25
56.200001,56.450001,55.630001,55.799999,51.236534,182200.0,2017-08-28
55.400002,56.25,55.25,56.049999,51.466095,159400.0,2017-08-29
